정류소명,X좌표,Y좌표,경유노선수,경유노선
능성동예비군훈련장건너,12843.965696,3557.697796,2,"401, 팔공1"
대원사건너,12844.3473,3557.779,1,팔공1
능성동(종점)1,12844.5751,3557.8001,1,팔공1
능성동(종점)2,12844.5846,3557.7909,1,팔공1
한국정보화진흥원,12843.835212,3552.843574,1,동구4-1
혁신2근린공원,12843.944,3552.8863,1,동구4
한걸마을앞,12838.1579,3558.9976,2,"101, 101-1"
한걸마을건너,12838.1482,3558.9852,2,"101, 101-1"
탱리마을앞,12838.1628,3559.0991,2,"101, 101-1"
탱리마을건너,12838.1497,3559.105,2,"101, 101-1"
한국건강관리협회건너,12837.388336,3552.120092,1,805
신덕마을입구앞,12841.3752,3552.9198,1,156
신덕마을입구건너,12841.361649,3552.919627,1,156
율하지하차도,12841.4182,3551.9581,1,-
